RESULTS

Image Name,Pred Gender,Pred Emotion,Real Emotion,True/False
Images/sad_88885149.jpg,Woman,neutral,sad,false
Images/angry_3709326.jpg,Man,angry,angry,true
Images/neutral_9076186.jpg,Woman,neutral,neutral,true
Images/sad_70324919.jpg,ERROR,ERROR,sad,undetectable
Images/happy_10245799.jpg,Woman,happy,happy,true
Images/happy_63946411.jpg,Woman,fear,happy,false
Images/sad_49738803.jpg,Woman,neutral,sad,false
Images/angry_6998820.jpg,ERROR,ERROR,angry,undetectable
Images/fear_79454602.jpg,ERROR,ERROR,fear,undetectable
Images/neutral_99172303.jpg,ERROR,ERROR,neutral,undetectable
Images/happy_79803230.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_64610783.jpg,ERROR,ERROR,neutral,undetectable
Images/happy_99753173.jpg,Woman,happy,happy,true
Images/sad_93102383.jpg,Woman,happy,sad,false
Images/sad_47790990.jpg,Woman,sad,sad,true
Images/happy_38668874.jpg,Woman,happy,happy,true
Images/angry_85454471.jpg,ERROR,ERROR,angry,undetectable
Images/sad_48059828.jpg,ERROR,ERROR,sad,undetectable
Images/neutral_41463579.jpg,ERROR,ERROR,neutral,undetectable
Images/angry_44227970.jpg,ERROR,ERROR,angry,undetectable
Images/happy_75309971.jpg,Woman,happy,happy,true
Images/fear_62690337.jpg,Man,neutral,fear,false
Images/happy_75188569.jpg,ERROR,ERROR,happy,undetectable
Images/surprise_86877135.jpg,Woman,surprise,surprise,true
Images/sad_12864027.jpg,ERROR,ERROR,sad,undetectable
Images/surprise_47534258.jpg,ERROR,ERROR,surprise,undetectable
Images/neutral_1534576.jpg,Man,neutral,neutral,true
Images/sad_56646498.jpg,ERROR,ERROR,sad,undetectable
Images/fear_76482833.jpg,ERROR,ERROR,fear,undetectable
Images/neutral_26979925.jpg,Woman,happy,neutral,false
Images/sad_8018896.jpg,Man,sad,sad,true
Images/sad_87587744.jpg,ERROR,ERROR,sad,undetectable
Images/fear_41415927.jpg,Man,angry,fear,false
Images/sad_93125933.jpg,ERROR,ERROR,sad,undetectable
Images/sad_90965793.jpg,ERROR,ERROR,sad,undetectable
Images/angry_87391496.jpg,ERROR,ERROR,angry,undetectable
Images/neutral_56326100.jpg,ERROR,ERROR,neutral,undetectable
Images/happy_76492533.jpg,Man,happy,happy,true
Images/happy_48364789.jpg,ERROR,ERROR,happy,undetectable
Images/angry_74458895.jpg,Woman,sad,angry,false
Images/fear_75517835.jpg,Woman,neutral,fear,false
Images/sad_86100904.jpg,ERROR,ERROR,sad,undetectable
Images/angry_90347378.jpg,Man,happy,angry,false
Images/angry_93558553.jpg,ERROR,ERROR,angry,undetectable
Images/angry_28963544.jpg,Man,sad,angry,false
Images/angry_65465298.jpg,Woman,surprise,angry,false
Images/happy_24527132.jpg,Man,happy,happy,true
Images/happy_44694203.jpg,Woman,happy,happy,true
Images/happy_72269762.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_79208590.jpg,Man,neutral,neutral,true
Images/fear_99607417.jpg,ERROR,ERROR,fear,undetectable
Images/neutral_55002211.jpg,Woman,sad,neutral,false
Images/sad_81050616.jpg,ERROR,ERROR,sad,undetectable
Images/disgust_93710701.jpg,ERROR,ERROR,disgust,undetectable
Images/fear_60377876.jpg,ERROR,ERROR,fear,undetectable
Images/happy_3830494.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_94393386.jpg,Woman,neutral,neutral,true
Images/happy_57534121.jpg,Woman,happy,happy,true
Images/sad_93381782.jpg,ERROR,ERROR,sad,undetectable
Images/happy_21080954.jpg,ERROR,ERROR,happy,undetectable
Images/surprise_21575786.jpg,Woman,sad,surprise,false
Images/fear_36552677.jpg,ERROR,ERROR,fear,undetectable
Images/happy_31868973.jpg,Woman,happy,happy,true
Images/happy_94706825.jpg,Man,happy,happy,true
Images/angry_5543497.jpg,ERROR,ERROR,angry,undetectable
Images/happy_93746530.jpg,Woman,happy,happy,true
Images/happy_33635814.jpg,Man,neutral,happy,false
Images/sad_18767838.jpg,ERROR,ERROR,sad,undetectable
Images/sad_77706282.jpg,Man,fear,sad,false
Images/sad_58832520.jpg,ERROR,ERROR,sad,undetectable
Images/surprise_83217196.jpg,ERROR,ERROR,surprise,undetectable
Images/neutral_43180245.jpg,ERROR,ERROR,neutral,undetectable
Images/fear_13298610.jpg,Man,fear,fear,true
Images/sad_90195753.jpg,ERROR,ERROR,sad,undetectable
Images/neutral_36569724.jpg,Man,neutral,neutral,true
Images/happy_95830682.jpg,ERROR,ERROR,happy,undetectable
Images/fear_14799038.jpg,Man,fear,fear,true
Images/angry_19319090.jpg,ERROR,ERROR,angry,undetectable
Images/surprise_4616983.jpg,ERROR,ERROR,surprise,undetectable
Images/happy_2355293.jpg,Woman,sad,happy,false
Images/happy_67039159.jpg,Woman,happy,happy,true
Images/fear_72576934.jpg,ERROR,ERROR,fear,undetectable
Images/happy_74825222.jpg,ERROR,ERROR,happy,undetectable
Images/happy_24420477.jpg,ERROR,ERROR,happy,undetectable
Images/fear_79342560.jpg,Man,sad,fear,false
Images/sad_17595707.jpg,ERROR,ERROR,sad,undetectable
Images/sad_34182409.jpg,ERROR,ERROR,sad,undetectable
Images/disgust_97476336.jpg,ERROR,ERROR,disgust,undetectable
Images/neutral_35807859.jpg,Man,happy,neutral,false
Images/happy_55281637.jpg,ERROR,ERROR,happy,undetectable
Images/sad_45566352.jpg,ERROR,ERROR,sad,undetectable
Images/surprise_55404404.jpg,Woman,surprise,surprise,true
Images/fear_86755427.jpg,ERROR,ERROR,fear,undetectable
Images/angry_98752607.jpg,Man,angry,angry,true
Images/disgust_89570683.jpg,Man,disgust,disgust,true
Images/angry_50984559.jpg,Man,angry,angry,true
Images/happy_21227762.jpg,ERROR,ERROR,happy,undetectable
Images/sad_17445718.jpg,ERROR,ERROR,sad,undetectable
Images/neutral_86444127.jpg,Man,sad,neutral,false
Images/surprise_70904962.jpg,ERROR,ERROR,surprise,undetectable
Images/disgust_41633403.jpg,ERROR,ERROR,disgust,undetectable
Images/happy_28591237.jpg,ERROR,ERROR,happy,undetectable
Images/angry_47760796.jpg,ERROR,ERROR,angry,undetectable
Images/happy_30017789.jpg,ERROR,ERROR,happy,undetectable
Images/happy_3140321.jpg,Man,happy,happy,true
Images/fear_69428968.jpg,Man,fear,fear,true
Images/fear_81325541.jpg,Woman,neutral,fear,false
Images/angry_38216771.jpg,ERROR,ERROR,angry,undetectable
Images/sad_76577305.jpg,ERROR,ERROR,sad,undetectable
Images/neutral_16573905.jpg,ERROR,ERROR,neutral,undetectable
Images/angry_86413860.jpg,Man,angry,angry,true
Images/surprise_24578078.jpg,Woman,surprise,surprise,true
Images/happy_43275871.jpg,ERROR,ERROR,happy,undetectable
Images/happy_24489785.jpg,ERROR,ERROR,happy,undetectable
Images/angry_4822332.jpg,ERROR,ERROR,angry,undetectable
Images/angry_33629438.jpg,ERROR,ERROR,angry,undetectable
Images/fear_87067478.jpg,ERROR,ERROR,fear,undetectable
Images/neutral_15597876.jpg,Man,neutral,neutral,true
Images/fear_25539273.jpg,Man,angry,fear,false
Images/surprise_61597434.jpg,Woman,surprise,surprise,true
Images/sad_9146787.jpg,Man,neutral,sad,false
Images/happy_71507439.jpg,Woman,happy,happy,true
Images/happy_73176666.jpg,ERROR,ERROR,happy,undetectable
Images/happy_68342513.jpg,Man,fear,happy,false
Images/neutral_30462460.jpg,Man,neutral,neutral,true
Images/fear_18695448.jpg,ERROR,ERROR,fear,undetectable
Images/sad_5889461.jpg,ERROR,ERROR,sad,undetectable
Images/neutral_12993964.jpg,Man,neutral,neutral,true
Images/happy_26760043.jpg,Woman,happy,happy,true
Images/neutral_53746155.jpg,Man,neutral,neutral,true
Images/happy_75137991.jpg,ERROR,ERROR,happy,undetectable
Images/surprise_50429957.jpg,Man,fear,surprise,false
Images/fear_20103075.jpg,Man,neutral,fear,false
Images/neutral_42861467.jpg,Man,neutral,neutral,true
Images/angry_48232878.jpg,Woman,angry,angry,true
Images/sad_22967870.jpg,Woman,neutral,sad,false
Images/neutral_14668058.jpg,Man,sad,neutral,false
Images/fear_63159695.jpg,Man,fear,fear,true
Images/sad_86587530.jpg,ERROR,ERROR,sad,undetectable
Images/fear_10889919.jpg,Man,happy,fear,false
Images/surprise_85704124.jpg,Woman,neutral,surprise,false
Images/surprise_64107181.jpg,Man,surprise,surprise,true
Images/angry_90129237.jpg,ERROR,ERROR,angry,undetectable
Images/happy_13888087.jpg,Man,neutral,happy,false
Images/neutral_53885711.jpg,ERROR,ERROR,neutral,undetectable
Images/neutral_74185009.jpg,Woman,neutral,neutral,true
Images/surprise_44603096.jpg,Man,surprise,surprise,true
Images/angry_31947340.jpg,Man,sad,angry,false
Images/sad_1831779.jpg,Man,neutral,sad,false
Images/disgust_48565094.jpg,Man,angry,disgust,false
Images/sad_71813736.jpg,ERROR,ERROR,sad,undetectable
Images/sad_20922566.jpg,ERROR,ERROR,sad,undetectable
Images/happy_13119862.jpg,Man,fear,happy,false
Images/sad_67828734.jpg,Man,surprise,sad,false
Images/sad_70184109.jpg,ERROR,ERROR,sad,undetectable
Images/fear_95604418.jpg,ERROR,ERROR,fear,undetectable
Images/angry_47434180.jpg,Man,neutral,angry,false
Images/neutral_93473885.jpg,Man,angry,neutral,false
Images/happy_35934455.jpg,ERROR,ERROR,happy,undetectable
Images/happy_58849515.jpg,ERROR,ERROR,happy,undetectable
Images/angry_66951145.jpg,ERROR,ERROR,angry,undetectable
Images/happy_37311642.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_11291773.jpg,Woman,happy,neutral,false
Images/happy_19304622.jpg,Woman,happy,happy,true
Images/surprise_66742943.jpg,Man,surprise,surprise,true
Images/happy_96323620.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_44866906.jpg,Man,neutral,neutral,true
Images/sad_9671825.jpg,ERROR,ERROR,sad,undetectable
Images/surprise_46663858.jpg,Woman,fear,surprise,false
Images/happy_89636551.jpg,Woman,surprise,happy,false
Images/neutral_34002131.jpg,ERROR,ERROR,neutral,undetectable
Images/happy_86914236.jpg,ERROR,ERROR,happy,undetectable
Images/happy_63745648.jpg,Woman,fear,happy,false
Images/fear_72433846.jpg,Man,happy,fear,false
Images/fear_48885331.jpg,Woman,neutral,fear,false
Images/surprise_89906957.jpg,Man,fear,surprise,false
Images/neutral_80317721.jpg,Man,happy,neutral,false
Images/sad_17526108.jpg,Man,neutral,sad,false
Images/sad_1936564.jpg,ERROR,ERROR,sad,undetectable
Images/sad_54671937.jpg,Woman,neutral,sad,false
Images/happy_26212146.jpg,ERROR,ERROR,happy,undetectable
Images/happy_70347145.jpg,Man,neutral,happy,false
Images/neutral_38780269.jpg,ERROR,ERROR,neutral,undetectable
Images/angry_78990391.jpg,ERROR,ERROR,angry,undetectable
Images/neutral_62729304.jpg,Man,neutral,neutral,true
Images/surprise_13719697.jpg,Man,surprise,surprise,true
Images/neutral_84039346.jpg,Man,neutral,neutral,true
Images/happy_83623488.jpg,Man,happy,happy,true
Images/sad_21175427.jpg,Woman,fear,sad,false
Images/surprise_8610610.jpg,ERROR,ERROR,surprise,undetectable
Images/neutral_91128943.jpg,ERROR,ERROR,neutral,undetectable
Images/sad_97423923.jpg,ERROR,ERROR,sad,undetectable
Images/happy_56951379.jpg,Man,happy,happy,true
Images/happy_25419903.jpg,ERROR,ERROR,happy,undetectable
Images/angry_31058193.jpg,ERROR,ERROR,angry,undetectable
Images/sad_90237200.jpg,Woman,sad,sad,true
Images/surprise_28041929.jpg,Man,surprise,surprise,true
Images/happy_19540950.jpg,Woman,happy,happy,true
Images/neutral_80029307.jpg,ERROR,ERROR,neutral,undetectable
Images/neutral_90974564.jpg,ERROR,ERROR,neutral,undetectable
Images/happy_73693458.jpg,Man,happy,happy,true
Images/angry_51099854.jpg,ERROR,ERROR,angry,undetectable
Images/sad_34910878.jpg,Man,neutral,sad,false
Images/fear_15513858.jpg,Man,neutral,fear,false
Images/neutral_18245411.jpg,Man,fear,neutral,false
Images/angry_26506006.jpg,Man,neutral,angry,false
Images/angry_65689063.jpg,ERROR,ERROR,angry,undetectable
Images/sad_23355730.jpg,Woman,sad,sad,true
Images/neutral_85444449.jpg,Woman,sad,neutral,false
Images/happy_57849780.jpg,ERROR,ERROR,happy,undetectable
Images/happy_46791931.jpg,Woman,happy,happy,true
Images/happy_74706037.jpg,Woman,happy,happy,true
Images/angry_1355981.jpg,Man,neutral,angry,false
Images/sad_81677219.jpg,Man,surprise,sad,false
Images/sad_20297135.jpg,ERROR,ERROR,sad,undetectable
Images/angry_81327668.jpg,ERROR,ERROR,angry,undetectable
Images/happy_46143386.jpg,Woman,happy,happy,true
Images/surprise_27916929.jpg,Man,surprise,surprise,true
Images/surprise_2697877.jpg,Man,surprise,surprise,true
Images/angry_65820617.jpg,Woman,neutral,angry,false
Images/surprise_47060827.jpg,Man,angry,surprise,false
Images/angry_65021363.jpg,ERROR,ERROR,angry,undetectable
Images/surprise_35686529.jpg,ERROR,ERROR,surprise,undetectable
Images/sad_62517424.jpg,Woman,neutral,sad,false
Images/fear_88731382.jpg,Woman,fear,fear,true
Images/fear_81993157.jpg,ERROR,ERROR,fear,undetectable
Images/happy_44449594.jpg,ERROR,ERROR,happy,undetectable
Images/sad_92089924.jpg,ERROR,ERROR,sad,undetectable
Images/neutral_24268857.jpg,ERROR,ERROR,neutral,undetectable
Images/neutral_16168281.jpg,Man,neutral,neutral,true
Images/disgust_1829684.jpg,Man,angry,disgust,false
Images/happy_73443038.jpg,Woman,happy,happy,true
Images/happy_32658045.jpg,Man,happy,happy,true
Images/happy_72481044.jpg,Woman,happy,happy,true
Images/surprise_43801413.jpg,Man,surprise,surprise,true
Images/happy_55349529.jpg,ERROR,ERROR,happy,undetectable
Images/happy_45776620.jpg,Woman,happy,happy,true
Images/sad_16345442.jpg,ERROR,ERROR,sad,undetectable
Images/happy_50642041.jpg,Woman,happy,happy,true
Images/surprise_76841432.jpg,ERROR,ERROR,surprise,undetectable
Images/sad_14726225.jpg,ERROR,ERROR,sad,undetectable
Images/fear_4883166.jpg,ERROR,ERROR,fear,undetectable
Images/neutral_55659919.jpg,Man,fear,neutral,false
Images/neutral_69096583.jpg,Man,sad,neutral,false
Images/fear_36482124.jpg,Woman,fear,fear,true
Images/sad_54291759.jpg,ERROR,ERROR,sad,undetectable
Images/fear_40981629.jpg,Man,happy,fear,false
Images/fear_53705746.jpg,Man,angry,fear,false
Images/neutral_57151026.jpg,Woman,sad,neutral,false
Images/fear_9757705.jpg,Man,sad,fear,false
Images/happy_31512315.jpg,ERROR,ERROR,happy,undetectable
Images/happy_46988474.jpg,Woman,surprise,happy,false
Images/neutral_89519100.jpg,Man,sad,neutral,false
Images/fear_37823738.jpg,Man,sad,fear,false
Images/angry_95083562.jpg,Man,neutral,angry,false
Images/angry_81742978.jpg,ERROR,ERROR,angry,undetectable
Images/neutral_81199.jpg,ERROR,ERROR,neutral,undetectable
Images/sad_50905235.jpg,Man,sad,sad,true
Images/surprise_67565857.jpg,Woman,surprise,surprise,true
Images/neutral_40027557.jpg,Man,fear,neutral,false
Images/fear_80604057.jpg,ERROR,ERROR,fear,undetectable
Images/fear_977248.jpg,ERROR,ERROR,fear,undetectable
Images/neutral_87228416.jpg,Woman,neutral,neutral,true
Images/fear_89618613.jpg,Woman,fear,fear,true
Images/happy_39209416.jpg,Man,happy,happy,true
Images/happy_38575874.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_33060882.jpg,ERROR,ERROR,neutral,undetectable
Images/neutral_10935488.jpg,Man,angry,neutral,false
Images/happy_43734039.jpg,Man,happy,happy,true
Images/surprise_4690717.jpg,ERROR,ERROR,surprise,undetectable
Images/neutral_7755294.jpg,ERROR,ERROR,neutral,undetectable
Images/neutral_78811277.jpg,Woman,sad,neutral,false
Images/sad_28601756.jpg,ERROR,ERROR,sad,undetectable
Images/happy_9655665.jpg,Woman,happy,happy,true
Images/fear_19208071.jpg,ERROR,ERROR,fear,undetectable
Images/disgust_20464211.jpg,Woman,neutral,disgust,false
Images/surprise_69137863.jpg,Man,surprise,surprise,true
Images/angry_5251552.jpg,Man,angry,angry,true
Images/neutral_61295836.jpg,Man,neutral,neutral,true
Images/angry_40341899.jpg,Woman,neutral,angry,false
Images/neutral_69266622.jpg,Man,neutral,neutral,true
Images/happy_64268372.jpg,ERROR,ERROR,happy,undetectable
Images/happy_4223507.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_55005596.jpg,Man,neutral,neutral,true
Images/sad_11314873.jpg,Man,sad,sad,true
Images/sad_16753968.jpg,Man,happy,sad,false
Images/fear_26755252.jpg,Man,disgust,fear,false
Images/fear_24599099.jpg,ERROR,ERROR,fear,undetectable
Images/happy_42656224.jpg,Woman,happy,happy,true
Images/fear_65282549.jpg,ERROR,ERROR,fear,undetectable
Images/neutral_33104445.jpg,ERROR,ERROR,neutral,undetectable
Images/sad_98833450.jpg,Woman,neutral,sad,false
Images/neutral_6092134.jpg,Woman,neutral,neutral,true
Images/fear_3858920.jpg,Man,sad,fear,false
Images/happy_69166455.jpg,Man,neutral,happy,false
Images/sad_89390081.jpg,Man,sad,sad,true
Images/sad_63973159.jpg,Man,sad,sad,true
Images/happy_4395460.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_9675198.jpg,ERROR,ERROR,neutral,undetectable
Images/happy_51402520.jpg,Man,neutral,happy,false
Images/sad_11691697.jpg,Man,sad,sad,true
Images/angry_12693575.jpg,Man,angry,angry,true
Images/neutral_54608315.jpg,Man,neutral,neutral,true
Images/happy_14330803.jpg,Man,happy,happy,true
Images/happy_65248638.jpg,Woman,happy,happy,true
Images/neutral_80701941.jpg,Man,fear,neutral,false
Images/sad_28336133.jpg,ERROR,ERROR,sad,undetectable
Images/angry_86863879.jpg,Man,neutral,angry,false
Images/happy_12225602.jpg,ERROR,ERROR,happy,undetectable
Images/happy_41203031.jpg,ERROR,ERROR,happy,undetectable
Images/surprise_54301394.jpg,Woman,happy,surprise,false
Images/neutral_86802249.jpg,Man,angry,neutral,false
Images/happy_4598337.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_16495313.jpg,Man,neutral,neutral,true
Images/fear_28361451.jpg,ERROR,ERROR,fear,undetectable
Images/angry_94398991.jpg,Woman,angry,angry,true
Images/fear_70500941.jpg,Man,sad,fear,false
Images/angry_20761396.jpg,ERROR,ERROR,angry,undetectable
Images/happy_56887879.jpg,Man,neutral,happy,false
Images/happy_66233719.jpg,Man,happy,happy,true
Images/neutral_51441832.jpg,ERROR,ERROR,neutral,undetectable
Images/sad_60783446.jpg,ERROR,ERROR,sad,undetectable
Images/happy_81846677.jpg,Man,surprise,happy,false
Images/fear_63260440.jpg,ERROR,ERROR,fear,undetectable
Images/surprise_53795000.jpg,ERROR,ERROR,surprise,undetectable
Images/neutral_7173587.jpg,ERROR,ERROR,neutral,undetectable
Images/neutral_58053260.jpg,Man,neutral,neutral,true
Images/neutral_85809857.jpg,Woman,happy,neutral,false
Images/fear_82742487.jpg,Man,sad,fear,false
Images/happy_82117064.jpg,Man,happy,happy,true
Images/sad_3519789.jpg,ERROR,ERROR,sad,undetectable
Images/angry_96387819.jpg,Man,angry,angry,true
Images/neutral_29754793.jpg,Woman,neutral,neutral,true
Images/fear_75242098.jpg,Woman,sad,fear,false
Images/neutral_66678442.jpg,Man,angry,neutral,false
Images/fear_78868711.jpg,ERROR,ERROR,fear,undetectable
Images/happy_97161581.jpg,Man,happy,happy,true
Images/fear_13434826.jpg,Man,fear,fear,true
Images/angry_24586863.jpg,Man,angry,angry,true
Images/fear_48037868.jpg,Man,neutral,fear,false
Images/surprise_7569276.jpg,Woman,neutral,surprise,false
Images/angry_93750598.jpg,ERROR,ERROR,angry,undetectable
Images/angry_41416509.jpg,ERROR,ERROR,angry,undetectable
Images/happy_23467820.jpg,Man,happy,happy,true
Images/neutral_44664076.jpg,ERROR,ERROR,neutral,undetectable
Images/sad_40128205.jpg,ERROR,ERROR,sad,undetectable
Images/sad_24845545.jpg,Man,sad,sad,true
Images/happy_98367054.jpg,Man,happy,happy,true
Images/surprise_40148704.jpg,ERROR,ERROR,surprise,undetectable
Images/fear_41849972.jpg,Man,neutral,fear,false
Images/angry_25592242.jpg,Man,angry,angry,true
Images/happy_11564784.jpg,Man,happy,happy,true
Images/happy_69207826.jpg,Man,happy,happy,true
Images/neutral_46377137.jpg,ERROR,ERROR,neutral,undetectable
Images/sad_95014094.jpg,ERROR,ERROR,sad,undetectable
Images/fear_86245007.jpg,ERROR,ERROR,fear,undetectable
Images/fear_55321818.jpg,Man,fear,fear,true
Images/fear_73757922.jpg,ERROR,ERROR,fear,undetectable
Images/sad_90433770.jpg,Man,angry,sad,false
Images/happy_5044962.jpg,ERROR,ERROR,happy,undetectable
Images/fear_50181562.jpg,ERROR,ERROR,fear,undetectable
Images/fear_58002713.jpg,ERROR,ERROR,fear,undetectable
Images/fear_87155807.jpg,ERROR,ERROR,fear,undetectable
Images/sad_28434609.jpg,ERROR,ERROR,sad,undetectable
Images/angry_80741744.jpg,Man,fear,angry,false
Images/happy_91909656.jpg,ERROR,ERROR,happy,undetectable
Images/surprise_25086092.jpg,Woman,surprise,surprise,true
Images/angry_9211328.jpg,Woman,fear,angry,false
Images/sad_30113586.jpg,ERROR,ERROR,sad,undetectable
Images/sad_28587428.jpg,Woman,neutral,sad,false
Images/neutral_14790723.jpg,Man,neutral,neutral,true
Images/angry_50685895.jpg,ERROR,ERROR,angry,undetectable
Images/neutral_97009196.jpg,Man,neutral,neutral,true
Images/sad_28215339.jpg,Man,angry,sad,false
Images/sad_62603749.jpg,Man,angry,sad,false
Images/fear_21944681.jpg,Man,fear,fear,true
Images/happy_4754356.jpg,ERROR,ERROR,happy,undetectable
Images/neutral_81062943.jpg,Man,sad,neutral,false
Images/fear_52400353.jpg,ERROR,ERROR,fear,undetectable
Images/neutral_31605221.jpg,Woman,neutral,neutral,true
Images/happy_57914938.jpg,Man,happy,happy,true
Images/surprise_37426588.jpg,ERROR,ERROR,surprise,undetectable
Images/happy_9537841.jpg,Woman,happy,happy,true
Images/neutral_69405051.jpg,Man,neutral,neutral,true
Images/neutral_74490810.jpg,ERROR,ERROR,neutral,undetectable
Images/surprise_3560560.jpg,ERROR,ERROR,surprise,undetectable
Images/neutral_34345576.jpg,ERROR,ERROR,neutral,undetectable
Images/happy_49119556.jpg,Woman,neutral,happy,false
Images/angry_77142981.jpg,ERROR,ERROR,angry,undetectable
Images/neutral_70732901.jpg,Man,neutral,neutral,true
Images/happy_2392481.jpg,Woman,happy,happy,true
Images/sad_77601313.jpg,ERROR,ERROR,sad,undetectable
Images/happy_39979134.jpg,Woman,happy,happy,true
Images/angry_68853210.jpg,Woman,angry,angry,true
Images/sad_37479286.jpg,Woman,sad,sad,true
Images/angry_94948547.jpg,Man,angry,angry,true
Images/surprise_5010883.jpg,Man,surprise,surprise,true
Images/neutral_20632333.jpg,ERROR,ERROR,neutral,undetectable
Images/sad_29286867.jpg,Woman,sad,sad,true
Images/happy_19947133.jpg,Man,happy,happy,true
Images/happy_86875815.jpg,Man,happy,happy,true
Images/angry_74470272.jpg,Man,angry,angry,true
Images/happy_47544452.jpg,ERROR,ERROR,happy,undetectable
Images/sad_75376918.jpg,Man,sad,sad,true
Images/happy_59100137.jpg,ERROR,ERROR,happy,undetectable
Images/fear_43074366.jpg,ERROR,ERROR,fear,undetectable
Images/angry_96736762.jpg,Man,sad,angry,false
Images/angry_40811515.jpg,ERROR,ERROR,angry,undetectable
Images/angry_85354228.jpg,Woman,fear,angry,false
Images/happy_13290545.jpg,Man,sad,happy,false
Images/sad_77023100.jpg,ERROR,ERROR,sad,undetectable
Images/neutral_77041736.jpg,Man,neutral,neutral,true
Images/neutral_15308477.jpg,Woman,happy,neutral,false
Images/neutral_68104078.jpg,Man,neutral,neutral,true
Images/neutral_1492943.jpg,Man,neutral,neutral,true
Images/sad_37564943.jpg,ERROR,ERROR,sad,undetectable
Images/sad_26441514.jpg,ERROR,ERROR,sad,undetectable
Images/surprise_97429032.jpg,Man,surprise,surprise,true
